"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession","PubMed ID","First Author",Location
rs930579-<b>?</b>,"1 x 10-15",,NR,'-,'-,'-,"LINC00709, AC044784.1","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",10:8995529
rs827620-<b>?</b>,"1 x 10-14",,NR,'-,'-,'-,"LINC02676, AC044784.1","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",10:8960206
rs10795672-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,"LINC02676, AL355333.1","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",10:8735677
rs17145188-<b>?</b>,"2 x 10-10",,NR,'-,'-,'-,"LINC00709, AC044784.1","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",10:9066555
rs12785018-<b>?</b>,"4 x 10-10",,NR,'-,'-,'-,"AC025946.2, KRT8P37","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",10:8473385
rs118091978-<b>?</b>,"5 x 10-10",,NR,'-,'-,'-,"AC044784.1, LINC00709","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",10:9108236
rs7936070-<b>?</b>,"6 x 10-22",,NR,'-,'-,'-,"EMSY, AP001189.2","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",11:76582483
rs55646091-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,"EMSY, AP001189.2","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",11:76588387
rs174584-<b>?</b>,"4 x 10-16",,NR,'-,'-,'-,FADS2,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",11:61843278
rs705700-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,RAB5B,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",12:55995509
rs1059513-<b>?</b>,"2 x 10-15",,NR,'-,'-,'-,STAT6,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",12:57095926
rs17547610-<b>?</b>,"9 x 10-9",,NR,'-,'-,'-,LRP1,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",12:57136558
rs3122929-<b>?</b>,"3 x 10-14",,NR,'-,'-,'-,STAT6,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",12:57115319
rs8002731-<b>?</b>,"4 x 10-10",,NR,'-,'-,'-,COG6,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",13:39788092
rs10152595-<b>?</b>,"1 x 10-11",,NR,'-,'-,'-,SMAD3,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",15:67183150
rs7183955-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,RORA,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",15:60757370
rs72743461-<b>?</b>,"3 x 10-21",,NR,'-,'-,'-,SMAD3,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",15:67149412
rs28617673-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,SMAD3,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",15:67078906
rs12912010-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,SMAD3,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",15:67174805
rs35441874-<b>?</b>,"3 x 10-15",,NR,'-,'-,'-,CLEC16A,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",16:11119164
rs140152038-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,IL4R,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",16:27353989
rs2239346-<b>?</b>,"5 x 10-9",,NR,'-,'-,'-,IL4R,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",16:27347740
rs2412099-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,AC091180.6,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",17:49391824
rs117710327-<b>?</b>,"7 x 10-15",,NR,'-,'-,'-,"AC008738.6, SLC7A10","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",19:33235672
rs56045941-<b>?</b>,"4 x 10-10",,NR,'-,'-,'-,RUNX1,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",21:35049034
rs6681149-<b>G</b>,"7 x 10-6",,NR,'-,'-,'-,COL16A1,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",1:31699492
rs4616071-<b>C</b>,"1 x 10-6",,NR,'-,'-,'-,"LAYN, SIK2","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",11:111570140
rs1787663-<b>C</b>,"6 x 10-6",,NR,'-,'-,'-,SCYL1,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",11:65527359
rs4842921-<b>G</b>,"3 x 10-6",,NR,'-,'-,'-,ADAMTSL3,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",15:83887871
rs111365807-<b>G</b>,"4 x 10-7",,NR,'-,'-,'-,UNC13D,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",17:75829382
rs8103278-<b>G</b>,"2 x 10-6",,NR,'-,'-,'-,FOXA3,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",19:45867123
rs72836344-<b>G</b>,"2 x 10-6",,NR,'-,'-,'-,"MIR4435-2HG, ACOXL","Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",2:111117122
rs7670374-<b>G</b>,"4 x 10-6",,NR,'-,'-,'-,AC097522.2,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",4:52437952
rs6900923-<b>C</b>,"4 x 10-6",,NR,'-,'-,'-,PLAGL1,"Asthma (adult onset)","adult onset asthma",GCST009842,31669095,"Zhu Z",6:143977063
rs9272346-<b>A</b>,"2 x 10-47",,0.59,1.13,'-,'-,HLA-DQA1,"Asthma (adult onset)","adult onset asthma",GCST007993,31036433,"Pividori M",6:32636595
rs28407950-<b>C</b>,"8 x 10-31",,0.756,1.148,'-,[1.121-1.175],"HLA-DQB1, HLA-DQA1","Asthma (adult onset)","adult onset asthma",GCST007993,31036433,"Pividori M",6:32658571
rs2428494-<b>A</b>,"5 x 10-23",,0.477,1.104,'-,[1.082-1.126],HLA-B,"Asthma (adult onset)","adult onset asthma",GCST007993,31036433,"Pividori M",6:31354420
rs1117490-<b>C</b>,"7 x 10-7",,0.234,1.059,'-,[1.036-1.084],TRIM26,"Asthma (adult onset)","adult onset asthma",GCST007993,31036433,"Pividori M",6:30202733
rs9391997-<b>G</b>,"7 x 10-11",,0.527,1.102,'-,[1.070-1.135],IRF4,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",6:409119
rs1321859-<b>C</b>,"9 x 10-10",,0.649,1.102,'-,[1.068-1.136],AL132996.1,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",6:90301954
rs4473914-<b>T</b>,"9 x 10-9",,0.604,1.092,'-,[1.060-1.125],ITGB8,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",7:20386640
rs34880821-<b>A</b>,"5 x 10-10",,0.283,1.106,'-,[1.071-1.141],"IL6, MTCYBP42","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",7:22735831
rs917115-<b>C</b>,"2 x 10-9",,0.208,1.112,'-,[1.074-1.152],JAZF1,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",7:28132967
rs13277355-<b>A</b>,"2 x 10-10",,0.274,1.11,'-,[1.075-1.146],"PVT1, MYC","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",8:127765473
rs4739738-<b>G</b>,"3 x 10-13",,0.359,1.117,'-,[1.084-1.151],AC034114.2,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",8:80379410
rs992969-<b>A</b>,"7 x 10-42",,0.252,1.248,'-,[1.209-1.289],"IL33, GTF3AP1","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",9:6209697
rs1723018-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,CD247,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",1:167464183
rs7705042-<b>?</b>,"4 x 10-7",,NR,'-,'-,'-,NDFIP1,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",5:142112854
rs6461503-<b>?</b>,"9 x 10-8",,NR,'-,'-,'-,"EEF1A1P27, ITGB8","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",7:20521373
rs1623866-<b>?</b>,"9 x 10-6",,NR,'-,'-,'-,ARFRP1,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",20:63701670
rs10208293-<b>G</b>,"4 x 10-38",,0.73,1.14,'-,'-,"IL18R1, IL1RL1","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",2:102349850
rs928413-<b>G</b>,"2 x 10-40",,0.25,1.19,'-,'-,"IL33, GTF3AP1","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",9:6213387
rs9901146-<b>G</b>,"8 x 10-99",,0.51,1.18,'-,'-,"GSDMB, ZPBP2","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",17:39887090
rs2066844-<b>T</b>,"4 x 10-8",,0.048,1.194,'-,[1.121-1.272],NOD2,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",16:50712015
rs4795399-<b>T</b>,"1 x 10-111",,0.529,1.406,'-,[1.365-1.448],GSDMB,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",17:39905186
rs8066625-<b>A</b>,"5 x 10-9",,0.1,1.151,'-,[1.098-1.206],STAT5B,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",17:42238611
rs56308324-<b>T</b>,"3 x 10-9",,0.132,1.132,'-,[1.086-1.180],TBX21,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",17:47741840
rs28406364-<b>T</b>,"1 x 10-11",,0.377,1.108,'-,[1.076-1.142],"AC091180.5, AC091180.6","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",17:49377145
rs4574025-<b>T</b>,"9 x 10-9",,0.535,1.09,'-,[1.058-1.122],TNFRSF11A,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",18:62342581
rs12964116-<b>G</b>,"3 x 10-16",,0.036,1.336,'-,[1.247-1.432],SERPINB7,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",18:63775385
rs4807630-<b>T</b>,"2 x 10-8",,0.308,1.093,'-,[1.060-1.128],SBNO2,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",19:1170446
rs10414065-<b>C</b>,"6 x 10-9",,0.934,1.207,'-,[1.133-1.287],"AC008738.6, SLC7A10","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",19:33230549
rs10175070-<b>G</b>,"4 x 10-12",,0.251,1.122,'-,[1.086-1.160],CCL20,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",2:227805859
rs34290285-<b>G</b>,"2 x 10-20",,0.745,1.177,'-,[1.137-1.219],D2HGDH,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",2:241759225
rs13416555-<b>C</b>,"2 x 10-13",,0.705,1.13,'-,[1.094-1.167],LINC00299,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",2:8301605
rs35570272-<b>T</b>,"3 x 10-10",,0.396,1.1,'-,[1.068-1.133],GLB1,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",3:33006170
rs2069763-<b>A</b>,"2 x 10-14",,0.334,1.126,'-,[1.092-1.160],IL2,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",4:122456327
rs5743618-<b>C</b>,"3 x 10-32",,0.774,1.249,'-,[1.203-1.295],TLR1,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",4:38797027
rs1837253-<b>C</b>,"2 x 10-27",,0.74,1.211,'-,[1.169-1.253],"TSLP, AC010395.1","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",5:111066174
rs16903574-<b>G</b>,"9 x 10-16",,0.077,1.236,'-,[1.174-1.302],OTULINL,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",5:14610200
rs10036789-<b>G</b>,"5 x 10-8",,0.46,1.085,'-,[1.054-1.117],"AC093278.1, YBX1P5","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",5:72400091
rs7518129-<b>G</b>,"2 x 10-11",,0.31,1.111,'-,[1.077-1.146],TNFSF4,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",1:173194429
rs12023876-<b>G</b>,"1 x 10-9",,0.668,1.102,'-,[1.068-1.137],"ADORA1, AC105940.2","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",1:203124073
rs943451-<b>T</b>,"8 x 10-14",,0.318,1.125,'-,[1.091-1.161],PRKCQ,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",10:6579811
rs7894791-<b>C</b>,"9 x 10-11",,0.587,1.103,'-,[1.071-1.137],"CHCHD3P1, KRT8P37","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",10:8549406
rs1775554-<b>A</b>,"3 x 10-13",,0.577,1.117,'-,[1.084-1.150],"LINC00709, AC044784.1","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",10:9012377
rs12365699-<b>G</b>,"2 x 10-13",,0.833,1.167,'-,[1.120-1.216],"CXCR5, AP004609.1","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",11:118872577
rs479844-<b>G</b>,"1 x 10-11",,0.555,1.106,'-,[1.074-1.139],"OVOL1, AP5B1","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",11:65784486
rs61894547-<b>T</b>,"2 x 10-39",,0.052,1.463,'-,[1.382-1.548],EMSY,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",11:76537586
rs7936312-<b>T</b>,"5 x 10-33",,0.477,1.194,'-,[1.160-1.230],"AP001189.2, EMSY","Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",11:76582682
rs10774625-<b>G</b>,"2 x 10-8",,0.504,1.087,'-,[1.056-1.119],ATXN2,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",12:111472415
rs62623446-<b>T</b>,"1 x 10-10",,0.072,1.188,'-,[1.127-1.252],TESPA1,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",12:54974507
rs705699-<b>A</b>,"1 x 10-11",,0.425,1.106,'-,[1.074-1.139],RAB5B,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",12:55991020
rs3122929-<b>T</b>,"7 x 10-17",,0.404,1.134,'-,[1.101-1.167],STAT6,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",12:57115319
rs11178648-<b>C</b>,"4 x 10-8",,0.592,1.087,'-,[1.055-1.120],TSPAN8,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",12:71139430
rs1887704-<b>G</b>,"5 x 10-13",,0.681,1.124,'-,[1.089-1.161],UBAC2,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",13:99322238
rs1950897-<b>C</b>,"1 x 10-8",,0.287,1.096,'-,[1.062-1.131],RAD51B,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",14:68293424
rs11071559-<b>C</b>,"3 x 10-15",,0.872,1.205,'-,[1.151-1.262],RORA,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",15:60777789
rs56062135-<b>T</b>,"3 x 10-26",,0.237,1.194,'-,[1.156-1.234],SMAD3,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",15:67163292
rs35032408-<b>T</b>,"5 x 10-14",,0.785,1.152,'-,[1.111-1.195],CLEC16A,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",16:11121567
rs3785356-<b>T</b>,"6 x 10-13",,0.297,1.122,'-,[1.087-1.157],IL4R,"Asthma (childhood onset)","childhood onset asthma",GCST007995,31036433,"Pividori M",16:27337847
rs72836349-<b>T</b>,"1 x 10-18",,NR,'-,'-,'-,"MIR4435-2HG, BCL2L11","Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",GCST009865,31669095,"Zhu Z",2:111134218
rs1787663-<b>C</b>,"6 x 10-10",,NR,'-,'-,'-,SCYL1,"Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",GCST009865,31669095,"Zhu Z",11:65527359
rs4616071-<b>C</b>,"6 x 10-12",,NR,'-,'-,'-,"LAYN, SIK2","Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",GCST009865,31669095,"Zhu Z",11:111570140
rs10152595-<b>C</b>,"3 x 10-20",,NR,'-,'-,'-,SMAD3,"Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",GCST009865,31669095,"Zhu Z",15:67183150
rs4842921-<b>G</b>,"8 x 10-11",,NR,'-,'-,'-,ADAMTSL3,"Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",GCST009865,31669095,"Zhu Z",15:83887871
rs8103278-<b>G</b>,"1 x 10-11",,NR,'-,'-,'-,FOXA3,"Adult onset asthma and/or waist-to-hip ratio adjusted for BMI","BMI-adjusted waist-hip ratio, adult onset asthma",GCST009865,31669095,"Zhu Z",19:45867123
rs174583-<b>C</b>,"4 x 10-17",,NR,'-,'-,'-,FADS2,"Adult onset asthma or fasting glucose levels","adult onset asthma, fasting blood glucose measurement",GCST009848,31669095,"Zhu Z",11:61842278
rs3117006-<b>?</b>,"2 x 10-6",,NR,'-,"0.0766984 unit increase",[0.044-0.109],HLA-DPB2,"Asthma (childhood onset)","childhood onset asthma",GCST008917,31619474,"Zhu Z",6:33128931
rs529876593-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,LAMA2,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",6:128989531
rs1799964-<b>?</b>,"1 x 10-11",,NR,'-,'-,'-,"LTA, TNF","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",6:31574531
rs2855811-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,MICB,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",6:31504024
rs55743914-<b>?</b>,"3 x 10-10",,NR,'-,'-,'-,PTPRK,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",6:127972417
rs3819720-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"TAP2, AL669918.1","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",6:32836793
rs6918558-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,THEMIS,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",6:127822379
rs574560492-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"HLA-DMB, HLA-Z","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",6:32905142
rs6954667-<b>?</b>,"7 x 10-9",,NR,'-,'-,'-,"MTCYBP42, IL6","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",7:22740703
rs3757727-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,ITGB8,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",7:20372274
rs10262599-<b>?</b>,"8 x 10-9",,NR,'-,'-,'-,ITGB8,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",7:20345190
rs2390314-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"ITGB8, EEF1A1P27","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",7:20416355
rs78823938-<b>?</b>,"9 x 10-9",,NR,'-,'-,'-,JAZF1,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",7:28101332
rs10244416-<b>?</b>,"1 x 10-13",,NR,'-,'-,'-,"EEF1A1P27, ITGB8","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",7:20536128
rs13279820-<b>?</b>,"5 x 10-14",,NR,'-,'-,'-,"MYC, PVT1","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",8:127765520
rs4739738-<b>?</b>,"6 x 10-17",,NR,'-,'-,'-,AC034114.2,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",8:80379410
rs4733778-<b>?</b>,"3 x 10-9",,NR,'-,'-,'-,PVT1,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",8:127816434
rs150707349-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,SEC61B,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:99227424
rs117137535-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,"AL590627.3, ARRDC1","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:137605991
rs1929933-<b>?</b>,"9 x 10-11",,NR,'-,'-,'-,GLDC,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:6555079
rs76962799-<b>?</b>,"3 x 10-23",,NR,'-,'-,'-,"GTF3AP1, AL162384.1","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:6187132
rs10815376-<b>?</b>,"6 x 10-26",,NR,'-,'-,'-,IL33,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:6222149
rs146597587-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,IL33,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:6255967
rs928412-<b>?</b>,"3 x 10-59",,NR,'-,'-,'-,"IL33, GTF3AP1","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:6213148
rs55645596-<b>?</b>,"6 x 10-14",,NR,'-,'-,'-,IL33,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:6236407
rs72699185-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,"GTF3AP1, AL162384.1","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",9:6175522
rs2213020-<b>?</b>,"1 x 10-13",,NR,'-,'-,'-,"THAP12, LINC02761","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",11:76323657
rs10836538-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,PRR5L,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",11:36343703
rs6592651-<b>?</b>,"9 x 10-12",,NR,'-,'-,'-,"AP001189.2, EMSY","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",11:76574378
rs2618070-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,"THAP12, LINC02761","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",11:76324763
rs1696390-<b>?</b>,"5 x 10-12",,NR,'-,'-,'-,"HNF1A-AS1, RPL12P33","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",12:120920841
rs11065286-<b>?</b>,"2 x 10-13",,NR,'-,'-,'-,SPPL3,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",12:120833931
rs705699-<b>?</b>,"9 x 10-17",,NR,'-,'-,'-,RAB5B,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",12:55991020
rs3024971-<b>?</b>,"4 x 10-15",,NR,'-,'-,'-,STAT6,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",12:57099944
rs17547610-<b>?</b>,"8 x 10-11",,NR,'-,'-,'-,LRP1,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",12:57136558
rs3122929-<b>?</b>,"4 x 10-25",,NR,'-,'-,'-,STAT6,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",12:57115319
rs62623446-<b>?</b>,"4 x 10-9",,NR,'-,'-,'-,TESPA1,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",12:54974507
rs4772189-<b>?</b>,"3 x 10-12",,NR,'-,'-,'-,UBAC2,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",13:99342319
rs912425-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,LINC02341,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",13:42423188
rs2208397-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,RAD51B,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",14:68286570
rs17103286-<b>?</b>,"5 x 10-9",,NR,'-,'-,'-,"NFKBIA, DNAJC8P1","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",14:35415835
rs10152593-<b>?</b>,"8 x 10-12",,NR,'-,'-,'-,SMAD3,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",15:67183097
rs56336520-<b>?</b>,"5 x 10-9",,NR,'-,'-,'-,SMAD3,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",15:67165502
rs1965139-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,CHP1,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",15:41244154
rs34986765-<b>?</b>,"5 x 10-18",,NR,'-,'-,'-,RORA,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",15:60777002
rs56062135-<b>?</b>,"3 x 10-33",,NR,'-,'-,'-,SMAD3,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",15:67163292
rs12912010-<b>?</b>,"2 x 10-12",,NR,'-,'-,'-,SMAD3,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",15:67174805
rs28617673-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,SMAD3,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",15:67078906
rs6498169-<b>?</b>,"9 x 10-12",,NR,'-,'-,'-,"CLEC16A, AC007220.2","Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",16:11155472
rs17804800-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,CLEC16A,"Asthma (childhood onset)","childhood onset asthma",GCST009841,31669095,"Zhu Z",16:11031436
